mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,label
-629.575,42.773224,9.410659,3.0475028,1.449841,1.620227,-1.7737051,-2.0598304,-3.706108,-3.9624925,0.83420616,-1.8422589,-3.6908748,surprised
-579.9996,43.74988,9.785762,8.725044,2.7080226,2.3722432,2.5390618,-0.1515268,-6.8316526,-2.800437,2.596271,-1.6054273,-1.9694345,surprised
-574.7024,46.382706,1.8393464,3.8100824,1.7404095,3.4103599,-1.6092472,-8.2558155,-12.144376,-2.9855838,2.3333685,-2.5028396,-2.1914852,surprised
-590.00433,37.16315,4.4034543,7.0536904,2.1119556,1.3997569,-0.8423032,-2.766018,-4.665204,-2.7405648,1.6694629,-0.8614136,-3.349042,surprised
-505.66016,33.842857,3.0997994,4.4678683,-2.282909,0.29113862,-2.0836644,-0.2845706,-7.227493,-3.0466282,1.9970719,-3.0945854,-4.9102654,surprised
-543.8239,34.95565,4.060512,4.341142,-0.18409023,1.7706301,-2.927227,-1.7547141,-8.007616,-3.6965456,1.5667388,-2.2632558,-3.8583875,surprised
-527.322,27.213703,5.7287273,5.2820635,-1.4132706,-0.011244121,-3.259155,-0.8388942,-8.512892,-2.1972983,0.3063454,-4.1034255,-4.739423,surprised
-683.84106,59.444565,-0.8251679,10.537366,1.576842,-4.6147275,-1.5890803,-9.401205,-10.498347,-4.1009994,-7.026869,-3.2290952,-8.4293785,neutral
-689.5671,56.88593,-1.6032195,11.154812,2.8242807,-3.5391395,-1.6409109,-8.267391,-8.80399,-0.17565244,-6.4229407,-4.2073383,-6.453051,neutral
-664.5415,56.908916,0.266276,7.969139,6.392704,-4.1913404,-6.1261697,-12.711343,-9.554716,0.09056835,-7.365538,-2.7581677,-8.353392,neutral
-676.2738,52.397697,5.182033,6.0620675,4.5015707,-2.6766365,-2.3044915,-11.054175,-4.1322846,-0.53851175,-7.7021174,-2.7392616,-6.7094336,neutral
-659.93176,57.204903,-0.10956286,7.565763,2.5300522,-3.9681425,-0.5144832,-7.7355475,-7.0971045,-3.9935036,-6.7419033,-1.3991691,-8.144148,calm
-665.38074,67.22134,-0.6652304,10.251054,3.8163228,-0.84039044,-1.0815349,-10.091792,-5.899157,-5.5198803,-4.540182,-0.7454716,-10.560314,calm
-671.1921,50.523384,-1.9440016,5.9482145,3.6350858,-5.0974164,-5.8727255,-11.157332,-9.334853,-4.9375772,-8.197027,-3.9106112,-10.504101,calm
-672.9665,49.916214,-0.53752923,8.571287,3.8361762,-4.292377,-5.4182053,-12.033968,-8.105128,-4.4484887,-7.770665,-3.2960181,-11.023536,calm
-674.10565,53.166622,-2.8010848,9.11722,1.8398739,-3.5915768,-2.62841,-7.1930256,-8.545288,-6.6556773,-7.156494,-2.3164487,-10.089739,calm
-674.7555,62.5142,4.453499,13.417762,6.4160485,-2.2323925,0.4755765,-6.4731827,-7.8677177,-2.9342418,-5.421879,-1.9575855,-8.412752,calm
-673.5298,51.09042,4.0919275,4.3267183,2.441506,-4.402963,-4.205867,-11.771553,-6.032135,-7.9511857,-5.7883353,-1.1209575,-11.894045,calm
-674.3091,51.199986,3.120612,5.338328,-0.3123463,-4.067891,-4.7268796,-11.051495,-7.538234,-7.0951138,-9.238578,-1.6992629,-11.506299,calm
-603.16077,55.994873,-20.019125,8.427832,-0.631073,-8.570351,-2.8703659,-12.961958,-6.9538283,-0.16611901,-6.083625,-0.72512877,-9.669363,happy
-600.15063,60.42351,-13.750033,7.842175,2.7630074,-7.9299407,-1.314599,-10.243343,-7.6359835,1.0910112,-4.606355,1.6969733,-7.441522,happy
-590.76984,43.79759,-12.722205,5.9913096,-1.1365407,-10.649233,-7.511237,-17.914772,-9.981129,-5.3241887,-9.051732,-1.3714683,-14.072691,happy
-589.7478,51.595764,-15.158975,6.4923778,1.278251,-12.916119,-7.077921,-17.38728,-9.623816,-2.3196084,-9.303376,-0.4241715,-11.09998,happy
-472.55554,36.757656,-21.166637,2.7753015,-1.0857035,-11.61751,-1.3894683,-5.019624,-5.9132195,3.4223747,-3.7417018,2.3261836,-4.7027493,happy
-478.38913,36.790016,-18.734747,4.6023736,1.1856496,-10.667964,-1.3252647,-4.0673485,-6.252855,3.817379,-4.2787232,3.1312256,-4.31826,happy
-545.1399,40.883186,-18.864498,3.3142934,-1.2485757,-11.074562,-6.1161523,-12.7592125,-9.9522705,1.0036753,-10.069663,-2.3698456,-8.548222,happy
-465.52606,29.992506,-30.15968,-6.868288,-4.911932,-18.733946,-8.147643,-12.083958,-12.618268,0.47691008,-10.523126,-1.488617,-5.7513323,happy
-623.33356,56.969315,-10.088537,5.268781,1.013079,-7.0290112,-5.593106,-11.844839,-10.423994,-2.4507234,-6.3430343,-1.9124819,-6.9459267,sad
-614.29626,63.1166,-6.806927,8.738794,3.764441,-6.5474663,-5.5457187,-16.580688,-10.024296,1.0530574,-7.7594604,-1.1732855,-7.933705,sad
-651.34845,40.363014,1.8452826,5.8393655,3.291536,0.20034166,-0.51710474,-12.332883,-5.105213,-2.711262,-4.2979813,1.810096,-7.6492114,sad
-630.56213,49.771896,-5.7987494,5.417123,1.3148278,-5.4318414,-4.9282713,-17.327337,-9.391616,-4.0331616,-9.023096,-0.59706813,-9.270239,sad
-526.048,45.47058,-17.033861,2.0153375,-4.9191885,-13.45852,-6.9823256,-10.99064,-12.988942,2.9002502,-6.611745,-0.21019539,-2.2348974,sad
-490.7033,39.538204,-27.377104,-6.784223,-8.2251,-17.43453,-10.187456,-16.875877,-12.71745,3.8464303,-10.299472,-1.7904916,-6.1946735,sad
-528.4066,33.926037,-22.23791,-5.4596853,-7.175241,-14.074402,-11.473903,-13.804053,-15.267828,1.3208841,-9.375711,-4.0537634,-4.6326385,sad
-474.84927,30.198483,-20.86598,-8.209587,-6.4064984,-17.401333,-10.431372,-11.564171,-14.525407,2.7704535,-8.553334,-1.9963434,-4.1440935,sad
-582.6856,51.937828,-2.5196228,9.60283,-2.1156456,-3.0279348,1.9232843,-6.297569,-6.271194,-1.1393781,-4.0723076,-1.4311137,-4.18089,angry
-577.7915,55.93935,-6.1903915,13.128688,0.5715198,-4.699979,0.24695587,-6.9476275,-7.8363543,-1.4764042,-2.7383642,-1.384698,-4.57757,angry
-624.88196,48.00166,3.5852733,5.1417193,3.4843967,-4.7119536,-4.278293,-12.474042,-6.937225,-2.7589865,-9.204906,-1.6883522,-9.161549,angry
-608.3222,42.47333,-4.18479,4.2538695,-0.23761277,-7.537456,-4.8177333,-14.514141,-7.3478293,-2.3186722,-8.709983,-2.1008422,-8.516632,angry
-447.1418,43.33409,-8.309649,0.9831981,-2.0099156,-6.9530315,1.8829128,-3.921515,-6.6211514,0.8938494,-4.4944973,-0.07714252,-3.2789516,angry
-372.67606,33.796352,-19.069407,-7.4359007,-5.464308,-9.217491,-0.11751244,-5.029571,-7.6306705,-0.61277956,-6.3920493,-2.0830684,-4.7420278,angry
-469.15625,43.29846,-7.5169735,0.23358862,-0.6904491,-7.9860973,0.57793564,-8.719796,-9.133944,-0.39005047,-7.812253,0.29161173,-4.806031,angry
-410.90738,39.60381,-13.515815,-9.879001,-3.4780247,-8.527061,-1.6732544,-6.341046,-9.218746,2.7930691,-3.618628,-3.3509614,-4.8187375,angry
-522.99426,48.374958,-7.8310337,7.8147073,0.35336885,-5.4284744,-7.5822363,-12.316803,-2.401512,0.39100128,-5.7388377,0.06303883,-3.3066888,fearful
-531.1049,44.80002,-11.284499,8.0530205,0.9043949,-5.857558,-6.237837,-12.754828,-4.7922845,2.8635852,-6.632693,-2.458859,-3.5995884,fearful
-578.6352,41.670746,-11.487803,5.60616,-2.8461547,-8.982858,-9.237437,-19.70887,-5.1587977,-1.8328849,-9.82009,-3.2241788,-9.309408,fearful
-569.07227,40.582848,-9.763788,3.8113377,-1.9046007,-9.758201,-10.511857,-16.713999,-5.1901045,-0.700507,-10.294979,-3.5800889,-7.4427643,fearful
-434.16275,33.84263,-20.775936,-2.66233,-2.2210536,-10.2988615,-5.4131966,-10.489646,-8.067304,7.723738,-6.674224,-3.4179757,-3.0558083,fearful
-396.13846,26.586308,-26.117756,-9.072756,-6.1439133,-11.126051,-6.648585,-12.683912,-11.946978,1.5870813,-5.8109345,0.6379323,4.6858726,fearful
-425.98373,29.446138,-19.657452,-9.834447,-7.5080385,-12.304817,-11.077902,-18.288445,-11.510534,-1.6115544,-9.514784,-1.5330505,0.62416726,fearful
-422.1093,27.252975,-26.342134,-8.608081,-7.374762,-10.315631,-7.6952524,-14.099064,-14.594151,0.43137634,-8.628235,-0.6440297,4.5569572,fearful
-612.7451,52.6915,-7.3642797,12.544437,1.1422226,-3.7238367,-6.489254,-13.312788,-1.1279378,1.4672345,-8.967387,0.5895113,-5.412179,disgust
-611.05896,69.74336,-11.498703,16.442074,0.37430143,-3.5117576,-4.1821675,-16.313976,-8.02979,0.7404309,-9.113893,0.44925943,-7.4133654,disgust
-641.3567,53.714294,-4.8650775,3.716919,0.3239256,-4.1076612,-8.438688,-16.034115,-4.7241635,-1.0292612,-8.0467205,-3.2976325,-8.686863,disgust
-626.0834,56.503166,0.2206256,4.6188345,0.45976,-2.8231893,-5.3426104,-13.317151,-1.6726719,0.17903897,-6.38453,-0.23012409,-9.834822,disgust
-554.4965,51.066383,-14.780152,8.206827,-0.9426019,-7.1936,-10.566627,-13.141659,-3.1538608,3.0340044,-9.774207,-3.5367303,-4.831952,disgust
-514.75336,50.85848,-20.525362,-3.6083035,-9.386665,-9.762218,-8.020326,-20.655445,-9.601513,0.78853905,-12.536701,-3.4497304,-10.612611,disgust
-513.46985,39.642765,-11.139096,2.25801,-2.5050058,-12.405593,-11.31503,-17.17408,-1.608999,1.8580765,-12.954045,-1.3442729,-7.284284,disgust
-525.89026,39.217728,-10.682053,-1.9631304,-2.3002641,-8.997865,-6.9477205,-15.154997,-11.542881,0.071714535,-12.584118,-0.47300312,-10.839875,disgust
-623.61957,54.105648,-9.283291,4.969432,0.14891122,-8.591711,-5.578767,-12.96448,-6.3628726,-1.5041766,-10.190439,-2.606505,-7.735828,surprised
-595.3377,51.636086,-4.1012564,6.482227,2.9292092,-3.4959593,-3.1771574,-6.944543,-6.5674715,2.3084168,-6.131372,-0.7727267,-4.85649,surprised
-614.53375,43.985233,-6.376625,6.066838,0.47354946,-5.725032,-5.112765,-13.346576,-6.285256,-3.7790794,-7.582526,-1.7364697,-8.306909,surprised
-607.887,44.447006,-4.1559854,3.13709,-0.5143189,-7.9539294,-7.173358,-17.410475,-8.672376,-5.080431,-9.27248,-1.2176529,-11.73179,surprised
-550.4464,47.83029,-10.444943,2.1707234,-0.49947304,-8.117577,-8.721621,-14.098088,-4.0440264,-0.41969466,-5.9862375,-1.2900529,-9.497089,surprised
-530.0137,39.484547,-17.308502,2.9783745,-4.3088083,-11.85934,-9.304475,-14.269716,-4.4896455,-0.5825907,-6.697399,-3.3029888,-10.506746,surprised
-544.15106,46.0887,-6.2152286,1.7002076,-1.5024859,-9.421361,-8.333728,-12.512906,-5.7062874,1.4420599,-10.515777,-1.0138404,-5.5996337,surprised
-564.6765,40.00111,-8.843198,-5.985014,-3.8651438,-11.443147,-11.84159,-15.21317,-8.644645,-1.472935,-12.173673,-3.8562138,-11.875544,surprised
-734.8146,65.164955,3.1671813,11.046907,10.18708,1.695842,-1.0456297,-1.9742693,-4.3899145,0.97171277,2.031386,-1.2649984,4.4575434,neutral
-725.99884,65.84021,4.769485,10.2365055,8.644426,3.1547225,-1.8746309,-3.1766033,-3.784609,1.9564543,1.907777,-1.3699131,5.319067,neutral
-719.5033,59.17181,2.500341,8.868761,9.854473,3.8878243,-2.5067413,-5.5320134,-5.017734,1.49251,2.981419,-2.3174133,5.367281,neutral
-705.9097,55.788624,-1.403224,11.167459,6.9572163,3.0263376,-2.9284174,-4.6762767,-7.9808636,2.0840473,2.1951425,-3.872431,5.2074213,neutral
-728.08527,81.58203,7.9868565,16.974941,13.624764,5.2290225,-0.7162285,-4.2344694,-3.9072542,1.5260091,-0.50850135,-2.5430388,8.590849,calm
-734.1456,75.03531,4.2128067,13.393241,11.082356,4.4518337,-0.5450857,-2.0135791,-3.5024092,-0.045682088,-0.8879444,-3.3038788,8.243014,calm
-723.6237,67.2669,13.466118,13.025597,12.038566,5.5050845,1.8008772,-4.2568183,-4.0772343,2.8865578,0.69303215,-3.1057742,6.627595,calm
-729.8632,64.629524,8.527916,13.22914,9.263226,3.533572,0.5517963,-6.478726,-4.6929135,2.5857427,0.60769296,-1.2363279,6.2950897,calm
-741.59674,70.56581,7.4778824,13.400219,13.70776,5.4733286,-0.4885072,-4.239958,-4.8726034,3.634667,3.4674091,-1.0398731,4.4185476,calm
-711.7801,69.22627,1.2070616,8.308733,11.9555645,4.267732,-0.41052687,-3.9175282,-6.6882663,0.484759,3.310634,-2.0079782,4.337936,calm
-711.4437,59.387497,2.315731,12.316389,10.6191635,2.96564,0.9142427,-6.602664,-6.5438166,3.1891108,3.0962791,-1.2436767,5.9095726,calm
-717.25305,63.575275,0.2746345,11.083465,8.590074,1.1136768,1.1255244,-5.2644086,-7.439934,1.9341638,0.7797125,-0.51770234,5.4130745,calm
-669.861,60.157925,-6.026157,10.191509,8.39052,0.61978,-3.727356,-4.265943,-8.108514,2.0843651,1.6950755,-3.4443834,5.5039115,happy
-672.16754,60.62053,-4.723746,9.176288,9.5708065,1.5910958,-4.388345,-3.302018,-9.017384,1.0226803,2.4498653,-4.2202334,4.911708,happy
-661.9741,53.927197,-1.453197,9.362547,4.753346,3.6835709,-6.153078,-5.152452,-9.1705265,0.19828609,0.8347318,-3.5217652,5.0792875,happy
-642.75507,54.241375,-2.747751,9.893187,2.6804855,5.0152926,-10.037732,-7.1307917,-8.172942,-2.839638,2.2852905,-6.4560637,3.9615893,happy
-587.16235,56.512714,-9.394262,10.531567,9.08802,0.892786,-9.640779,-3.648036,-7.7289147,0.2691764,1.2600623,-7.9767756,4.2839904,happy
-533.7259,54.160217,-5.7508903,5.1983566,0.80875057,0.3256872,-15.966441,-5.170695,-9.692625,-5.533627,-0.8032092,-8.904783,-1.8422638,happy
-528.9386,34.86986,-6.726167,-0.6163434,-7.2309036,0.869774,-16.139786,-7.7680345,-9.186017,-5.8271685,-1.4242631,-7.817798,-2.1890438,happy
-547.847,40.49422,-7.2784524,0.5489731,-6.6678534,0.9105977,-13.983381,-6.798316,-8.340429,-4.818708,-0.6839783,-6.6309476,-2.2119055,happy
-715.08704,73.04636,16.809872,14.810085,11.212738,4.96883,0.10962013,-2.6812353,-0.9315581,1.742963,3.4557836,-0.9535786,3.3777173,sad
-725.8035,72.587395,11.854309,14.323845,11.665647,4.856667,-5.94785,-5.3229814,-1.6262285,0.7581807,1.560474,-4.0757856,3.6117845,sad
-726.95374,69.18695,10.819095,12.027652,11.146479,4.227093,-3.0377607,-3.7431948,-0.7878612,0.0063197245,1.5453393,-1.5759898,3.2766192,sad
-710.92035,65.2308,9.849815,9.7653265,7.4160476,1.9257984,-5.4587855,-5.6746793,-3.5124679,0.18084727,0.3756017,-3.5232987,4.993267,sad
-670.48975,69.14567,1.4745611,14.177929,8.40337,0.8774111,-6.5977306,-5.4009314,-3.916916,-1.644307,0.5758076,-3.7368762,4.9927073,sad
-677.95807,60.66542,8.309715,15.885356,8.442338,2.6327078,-6.572647,-3.8216527,-0.53043073,-1.3375758,1.0831579,-2.3469512,2.5996008,sad
-692.9509,67.118835,13.567043,8.548918,8.868987,2.984287,-1.7321849,-3.3066938,-3.301991,-1.8717877,2.9282985,-2.3781803,5.3641095,sad
-720.6564,62.024555,18.90057,16.560461,13.295682,5.306736,0.641581,-1.1384162,-0.40361542,-1.1142806,2.3802698,-1.3499371,3.2912917,sad
-619.9331,56.171864,-3.7148824,11.996212,4.1713696,-2.18594,-2.0937612,-3.707737,-9.226069,-1.8913774,-1.6497166,-4.1082306,6.137751,angry
-573.46936,49.461838,-5.369772,8.394792,0.890317,-2.4914038,-3.7082624,-4.484525,-9.296204,-1.4948004,-1.5512497,-4.906698,4.089007,angry
-574.5772,49.817017,-4.6116505,10.488314,4.1976395,-1.5593292,-4.7329884,-4.149633,-14.778752,-1.4775137,-2.2300832,-6.2548,4.4183745,angry
-561.11005,46.190662,-6.8934107,8.22735,0.88193023,-3.1236281,-6.2753687,-7.09101,-13.950559,-3.1693773,-3.0495632,-7.335205,2.4769924,angry
-363.3938,18.774881,-12.651738,-1.4403408,-9.627059,-5.069323,-10.312121,-4.874518,-8.812354,-3.9425035,-0.5882422,-5.4879503,-2.9651022,angry
-420.4946,37.324593,-4.7184596,6.7709246,-0.23654112,-7.0914125,-6.5153756,-0.18841337,-8.05397,-0.5665654,-0.25173852,-5.619007,0.4440765,angry
-398.1323,24.560383,-13.356355,-3.2157073,-9.88788,-3.7508945,-11.675327,-5.711853,-11.101495,-4.670384,0.33512336,-4.090344,-0.961563,angry
-321.17383,10.130473,-17.11768,-8.233012,-18.115438,-4.4833694,-12.967822,-6.2485895,-9.107482,-5.8999076,-0.59406656,-5.2882624,-6.170699,angry
-678.89246,55.4507,5.4827156,10.5385065,8.028279,1.6363448,-5.952412,-0.60071254,-3.3456585,0.31007138,0.8916203,-4.472424,2.4098847,fearful
-701.26404,53.454063,11.730711,14.214979,9.113017,5.0550976,-1.9955852,2.060118,0.7770837,1.9202043,2.5396738,-1.4616531,2.2907407,fearful
-628.3461,49.042095,5.160633,9.610722,7.012378,1.5414563,-4.6221848,-1.0015011,-5.589708,-0.49504068,0.5755792,-4.3700004,4.0506263,fearful
-635.36694,57.80622,6.161111,11.718575,6.6326036,3.3905754,-4.154527,-0.16553149,-5.533987,3.1935515,3.560311,-1.3778534,5.9186234,fearful
-672.3389,52.180676,8.420519,10.523393,5.4619317,2.2206204,-4.0279355,-0.15279819,-2.7773001,-0.32119384,1.4810354,-3.7214966,1.630212,fearful
-497.05197,31.837704,-5.0595345,2.7312813,-2.6959696,-4.7116556,-11.170105,-3.1746004,-4.7377367,-5.7862616,-1.6615183,-5.333443,-2.8009303,fearful
-496.1069,36.72265,-2.6477776,0.7020756,-3.7182512,-5.36973,-10.280505,-3.640321,-9.708831,-4.5451717,-2.0689995,-7.0322995,-1.7787215,fearful
-648.53784,52.264565,5.3671327,11.306004,7.7382193,2.841572,-3.858912,-0.36039007,-5.9717803,-0.01351841,-0.7826374,-4.296945,2.524968,fearful
-736.5806,69.6731,4.518381,15.620663,10.275805,3.322134,0.945144,-2.5014017,-2.8087702,2.9100676,0.84610826,0.3123285,6.6155663,disgust
-737.36505,69.49746,5.0256114,16.989832,6.9041157,2.5694058,0.7097308,-2.771231,-1.6705761,3.0728168,2.3515399,0.10693526,6.291175,disgust
-722.7659,68.6019,10.440035,13.266446,11.145676,4.264367,-1.1984361,-2.1470222,-0.8766167,2.3288898,2.6569798,-0.48382238,5.280058,disgust
-710.95416,63.11208,9.436494,11.335046,5.099398,1.733942,-4.2769456,-2.0025225,-2.175572,-0.24707781,2.4000785,-1.25754,4.0380597,disgust
-641.29614,55.834923,7.848878,11.521798,5.8531985,-1.0855136,-4.957219,-1.3007578,-2.0079932,0.4001703,0.9860715,-2.617468,1.9506246,disgust
-622.2064,66.1539,4.2012396,12.631676,4.1384897,-0.18064252,-4.70431,-6.097778,-3.8976204,-0.3498435,0.05557289,-2.4832282,4.4470663,disgust
-712.2953,68.96305,14.398189,10.866857,6.7635384,3.8003051,0.6801289,-2.5770416,-2.4538262,0.06476833,1.121931,-0.25684693,5.691048,disgust
-658.88434,66.78461,4.9451737,9.581894,3.839348,0.8741449,-3.1761332,-3.219341,-4.6174426,-1.3172116,3.0079582,-2.9198625,4.470418,disgust
-612.0017,55.13935,-2.2007542,3.3698037,-1.512454,0.5524727,-10.553659,-7.24207,-5.6968517,-2.998883,-1.185599,-4.327684,0.3485861,surprised
-675.2734,51.406773,0.14517088,2.6781063,0.7177044,2.4865186,-6.3215675,-3.497633,-7.471436,-2.602477,2.6847222,-4.7758126,-0.10018859,surprised
-695.112,57.232613,3.5423217,7.8346252,1.0523449,2.1742635,-6.0362663,-5.818382,-6.782198,-1.3809291,0.47105813,-4.5525513,1.6715692,surprised
-676.91547,46.510468,0.21180178,6.522935,-1.0686172,1.5531121,-6.250492,-5.51349,-4.829917,-3.1521058,0.5355365,-3.5011082,0.7546316,surprised
-616.9214,47.31682,-0.73785514,6.8238354,1.5145754,-0.25141966,-8.088614,-3.1325774,-5.300172,-2.0986278,0.3617158,-6.1803846,-1.2177289,surprised
-646.5565,55.284473,6.3583984,10.104181,8.305063,4.5785365,-5.0275793,-2.1419184,-1.810966,-0.6378984,1.0451175,-1.1157677,2.464597,surprised
-569.59863,48.375137,0.89485466,3.6051128,2.6562195,1.9218398,-8.736442,-5.9378424,-6.9496937,-2.0067565,-2.0353918,-5.7338305,1.0174941,surprised
-579.5371,48.4653,1.1091118,3.8003745,1.7155459,1.2244263,-7.1990113,-5.2467465,-7.204766,-2.881469,-3.3844116,-5.515379,-1.2231035,surprised
-761.8684,42.15133,6.37059,10.231775,-5.840604,-5.9703803,-3.898551,-8.260018,-4.175017,-3.4230437,-1.7041897,-5.19563,-2.8175185,neutral
-755.46246,42.71025,5.3804007,11.044181,-5.389654,-3.6523907,-5.683102,-7.394467,-1.7592149,-2.7526853,-2.5837643,-5.9279065,-2.358476,neutral
-733.03107,39.995182,2.9514709,8.1608715,-5.8677826,-2.4558198,-7.6159735,-9.189661,-3.153536,-2.8303988,-3.5428836,-5.641281,-2.8265433,neutral
-730.4317,44.290592,3.5020993,6.7390265,-9.049101,-2.5017166,-7.4125752,-9.813494,-2.4559762,-4.6471295,-3.2110202,-5.363006,-3.0072668,neutral
-715.00867,38.31449,0.62995994,6.307161,-6.8599014,-9.323596,-8.668892,-8.723151,-4.921005,-6.3450823,-4.115093,-7.0375257,-5.4930487,calm
-782.67487,39.49441,4.7669134,11.048591,-4.429136,-3.6159098,-6.1949778,-6.717832,-5.1307526,-6.099262,-3.0449507,-6.9100223,-4.444058,calm
-716.9611,25.100967,5.4440193,7.0739174,-7.1707687,-3.8923333,-8.740297,-8.708581,-4.9814596,-6.863103,-5.5601816,-7.7635007,-4.989775,calm
-727.529,31.938974,4.018568,8.434594,-6.3244457,-5.3667083,-6.962472,-10.936517,-4.410407,-7.2891483,-5.0880055,-9.385754,-5.0374856,calm
-778.8709,40.589348,7.282793,6.692961,-4.981519,-4.729934,-4.8600698,-7.6050706,-3.242418,-2.285565,-2.0929441,-6.656017,-2.9612114,calm
-770.4944,31.825909,4.157128,8.541774,-3.731804,-5.8413916,-6.280077,-7.1386437,-5.22142,-5.846566,-3.6322007,-8.19392,-4.418193,calm
-782.0967,42.159588,7.5990877,4.2269454,-5.3072963,-1.0640402,-7.406447,-8.031735,-3.7889616,-2.3464952,-2.4503963,-4.1752486,-3.7197804,calm
-747.27576,37.419346,7.1701646,6.8912487,-6.592995,-4.3025084,-8.298804,-10.018537,-1.5247041,-7.1648684,-3.1983142,-5.8849325,-4.451324,calm
-532.58936,27.924519,-16.828022,10.335332,-9.289375,-15.854253,-5.0316114,-14.072316,-1.9848077,-6.496324,-7.260489,1.4989458,-7.534767,happy
-549.6481,29.457449,-11.859425,0.35977796,-6.8978148,-12.53013,-5.656981,-10.535828,-1.8281668,-5.634955,-6.581183,-3.6074948,-10.018679,happy
-594.15485,27.637175,-10.279879,4.342621,-7.8294296,-12.604058,-13.927255,-13.136806,-1.9214427,-9.334878,-6.1803093,-3.9176042,-5.2243757,happy
-600.8737,26.246809,-9.045959,1.7545085,-6.6546125,-12.252063,-9.061353,-13.175905,-5.250281,-8.369119,-8.295391,-4.057289,-8.325932,happy
-453.6955,19.144985,-31.78134,-1.7342113,-13.752522,-21.101568,-4.0192337,-14.430092,-5.8508744,-2.5770519,-11.193909,7.6374393,-1.1721015,happy
-460.47968,18.814028,-30.853998,0.884923,-14.175329,-17.10036,-5.5775213,-16.559643,-2.3038704,-7.3935595,-8.460571,1.4354866,-8.997431,happy
-447.18283,11.656693,-38.915676,-1.3164272,-12.1993885,-23.307703,-7.4423,-19.176226,-2.9180748,-4.914314,-9.120228,5.3280873,-1.489034,happy
-470.8773,12.603255,-29.544638,-0.78319156,-9.421602,-21.832766,-5.856674,-18.652086,-6.1476746,-6.880629,-8.298611,6.133313,5.840024,happy
-707.6434,47.257954,8.621348,15.943587,-4.9849157,-4.8223996,-8.331793,-7.837009,-4.3635163,-5.5228653,-2.244075,-2.9885478,-2.6972327,sad
-699.0145,45.163982,4.4032035,7.278832,-6.5218997,-5.016984,-8.025428,-8.163357,-3.1800866,-7.1998386,-4.7358046,-5.5287514,-5.666058,sad
-686.18207,35.12247,3.6223445,11.270513,-7.646808,-5.2262416,-9.09185,-11.383553,-1.3617728,-5.7406125,-3.134011,-4.609326,-3.0394447,sad
-676.4511,41.66677,8.428701,10.835909,-5.0554414,-2.9257758,-9.881306,-10.149497,-2.4636054,-6.1467853,-3.2205462,-3.4776483,-2.676035,sad
-620.22723,32.411263,-6.047256,5.8133993,-11.222897,-5.795475,-11.086184,-12.899246,-3.4264033,-4.613022,-2.9506745,-2.615512,-5.794796,sad
-678.9607,42.616314,-6.071118,10.16927,-7.2429338,-6.265598,-9.719107,-11.477017,-4.3141246,-1.5157932,-4.784275,-1.0298955,-4.664544,sad
-613.97723,36.53146,-7.682372,4.6949763,-12.375717,-8.899731,-12.28234,-14.919637,-5.164782,-6.409162,-6.5402884,-1.9851333,-6.5188155,sad
-577.787,32.604824,-15.878628,7.4461365,-13.185079,-16.031458,-10.061307,-20.712385,-4.645363,-5.830022,-11.845089,2.0112796,-9.746997,sad
-599.6231,30.096987,-6.866102,4.2966514,-11.944185,-6.622543,-6.091554,-9.249602,-3.2986395,-7.1509976,-6.4075813,-5.876031,-4.2228746,angry
-580.63416,32.456917,-7.8984056,3.97123,-11.556729,-8.767048,-3.5943832,-9.672638,-4.453901,-3.9030113,-2.1891637,-3.9951215,-2.8380017,angry
-556.45984,27.281757,-10.733337,6.0158577,-14.797639,-11.529421,-6.2487116,-14.938223,-6.0370445,-7.151118,-3.9630513,-5.1819925,-6.2444744,angry
-552.0463,28.871756,-13.224115,-0.6501557,-15.333361,-11.926716,-7.5402226,-15.300576,-7.5602574,-6.2399435,-5.9919076,-7.6002226,-4.6225123,angry
-378.72028,31.012058,-31.116983,-3.1658878,-21.434238,-16.220343,-4.224244,-14.630978,-6.6407113,-4.787991,-6.3096724,2.347476,-3.490318,angry
-403.8284,25.601643,-30.876116,-4.44904,-22.530827,-17.140957,-4.3604245,-16.321808,-4.056193,-2.9975884,-4.226953,5.134004,-2.9199326,angry
-381.4566,19.80069,-31.946592,-10.997232,-21.855652,-16.221306,-3.9251583,-18.5646,-3.790056,-2.994182,-0.9251554,4.964132,-2.4046423,angry
-425.39883,25.544857,-22.25879,-3.4773598,-21.862026,-13.384576,-4.280636,-19.718616,-5.521126,-7.535854,-6.905657,-1.4979146,-6.297994,angry
-716.0896,40.613262,5.7470894,17.398771,-3.3097532,-3.6421638,-8.988464,-9.8427925,-4.2211018,-6.167196,-6.0618787,-5.9585857,-0.62642676,fearful
-667.6732,35.890144,-2.5674691,9.82679,-6.6465726,-1.9442832,-7.353402,-9.185719,-0.804331,-3.974285,-4.649304,-3.9770143,-1.6165193,fearful
-687.9737,36.09944,5.3115954,7.9676456,-4.372244,-3.9385736,-11.155385,-10.206357,-2.2376857,-9.068699,-5.2167473,-4.132553,-3.0442564,fearful
-652.93427,33.32345,-5.297047,9.299892,-4.3694606,-7.8623915,-14.514719,-13.211406,0.035277065,-7.444785,-6.415946,-4.4329414,-1.0851957,fearful
